112,22.84,1005.87,-0.01,000.38:000.88:000.14,504,36,0.0
113,22.84,1005.87,-0.07,000.38:000.88:000.14,494,28,0.0
114,22.84,1005.88,-0.14,000.37:000.88:000.14,495,31,0.0
115,22.84,1005.88,-0.14,000.38:000.88:000.14,496,30,0.0
116,22.84,1005.88,-0.11,000.38:000.88:000.14,499,33,0.0
117,22.84,1005.88,-0.17,000.38:000.87:000.16,516,34,0.0
118,22.85,1005.89,-0.22,000.38:000.88:000.14,516,40,0.0
119,22.85,1005.9,-0.27,000.38:000.88:000.15,518,37,0.0
120,22.85,1005.89,-0.23,000.38:000.88:000.15,525,38,0.0
121,22.85,1005.89,-0.25,000.38:000.88:000.15,514,36,0.0
122,22.85,1005.89,-0.2,000.38:000.88:000.15,507,36,0.0
123,22.85,1005.89,-0.19,000.38:000.88:000.14,508,43,0.0
124,22.85,1005.88,-0.12,000.37:000.88:000.14,511,38,0.0
125,22.85,1005.88,-0.14,000.38:000.88:000.15,509,46,0.0
126,22.85,1005.88,-0.14,000.38:000.88:000.15,515,46,0.0
127,22.85,1005.88,-0.17,000.38:000.88:000.14,525,46,0.0
128,22.85,1005.88,-0.16,000.38:000.87:000.15,528,47,0.0
129,22.85,1005.89,-0.18,000.38:000.88:000.14,541,55,0.0
130,22.84,1005.89,-0.18,000.38:000.88:000.14,541,53,0.0
131,22.84,1005.88,-0.12,000.38:000.87:000.14,537,53,0.0
132,22.84,1005.88,-0.17,000.38:000.88:000.15,527,58,0.0
133,22.84,1005.88,-0.16,000.38:000.88:000.15,539,66,0.0
134,22.84,1005.88,-0.1,000.38:000.88:000.15,534,65,0.0
135,22.84,1005.88,-0.1,000.37:000.88:000.15,535,71,0.0
136,22.84,1005.88,-0.14,000.38:000.88:000.14,537,63,0.0
137,22.84,1005.88,-0.15,000.38:000.88:000.13,539,61,0.0
138,22.84,1005.88,-0.15,000.37:000.88:000.15,547,76,0.0
139,22.84,1005.88,-0.13,000.38:000.88:000.15,548,72,0.0
140,22.84,1005.87,-0.08,000.38:000.88:000.14,542,80,0.0
141,22.84,1005.88,-0.11,000.38:000.88:000.14,538,74,0.0
142,22.84,1005.88,-0.14,000.38:000.87:000.15,541,79,0.0
143,22.84,1005.88,-0.15,000.38:000.88:000.14,543,80,0.0
144,22.84,1005.88,-0.17,000.38:000.87:000.15,535,87,0.0
145,22.84,1005.88,-0.16,000.38:000.88:000.15,535,81,0.0
146,22.84,1005.89,-0.19,000.38:000.88:000.15,530,78,0.0
147,22.84,1005.89,-0.17,000.38:000.88:000.14,532,84,0.0
148,22.84,1005.89,-0.19,000.38:000.88:000.14,540,87,0.0
149,22.84,1005.89,-0.18,000.38:000.87:000.15,539,85,0.0
150,22.84,1005.89,-0.19,000.38:000.87:000.14,552,90,0.0
151,22.84,1005.89,-0.19,000.38:000.88:000.15,544,83,0.0
152,22.84,1005.88,-0.14,000.38:000.87:000.14,544,88,0.0
153,22.84,1005.88,-0.12,000.38:000.88:000.14,544,93,0.0
154,22.84,1005.88,-0.14,000.38:000.88:000.15,541,94,0.0
155,22.83,1005.87,-0.07,000.38:000.88:000.14,522,92,0.0
156,22.83,1005.87,-0.09,000.38:000.88:000.15,521,89,0.0
157,22.83,1005.88,-0.13,000.38:000.88:000.15,510,87,0.0
158,22.83,1005.88,-0.15,000.38:000.88:000.14,502,84,0.0
159,22.83,1005.88,-0.15,000.38:000.88:000.15,495,84,0.0
160,22.83,1005.88,-0.15,000.38:000.88:000.15,496,83,0.0
161,22.83,1005.89,-0.21,000.38:000.88:000.14,493,79,0.0
162,22.83,1005.89,-0.22,000.38:000.88:000.14,497,83,0.0
163,22.83,1005.89,-0.23,000.38:000.88:000.14,511,80,0.0
164,22.83,1005.89,-0.24,000.38:000.88:000.15,532,81,0.0
165,22.83,1005.89,-0.24,000.38:000.88:000.15,567,90,0.0
166,22.83,1005.9,-0.31,000.38:000.88:000.15,594,95,0.0
167,22.83,1005.9,-0.33,000.38:000.88:000.15,611,102,0.0
168,22.83,1005.9,-0.33,000.38:000.88:000.14,631,116,0.0
169,22.83,1005.9,-0.33,000.38:000.88:000.15,637,112,0.0
170,22.83,1005.9,-0.29,000.38:000.87:000.14,616,118,0.0
171,22.83,1005.9,-0.29,000.38:000.88:000.15,598,119,0.0
172,22.83,1005.9,-0.28,000.38:000.88:000.15,565,114,0.0
173,22.83,1005.89,-0.24,000.38:000.88:000.15,537,110,0.0
174,22.83,1005.89,-0.24,000.38:000.88:000.14,505,111,0.0
175,22.83,1005.89,-0.26,000.38:000.88:000.15,489,108,0.0
176,22.84,1005.89,-0.24,000.38:000.88:000.15,481,102,0.0
177,22.84,1005.89,-0.21,000.38:000.88:000.14,483,100,0.0
178,22.84,1005.89,-0.21,000.38:000.88:000.15,486,100,0.0
179,22.84,1005.89,-0.23,000.38:000.87:000.16,478,95,0.0
180,22.84,1005.89,-0.25,000.38:000.88:000.15,490,98,0.0
181,22.84,1005.89,-0.22,000.38:000.88:000.14,501,99,0.0
182,22.84,1005.89,-0.21,000.38:000.88:000.14,516,100,0.0
183,22.84,1005.89,-0.21,000.38:000.88:000.14,531,98,0.0
184,22.84,1005.89,-0.25,000.38:000.88:000.15,541,105,0.0
185,22.85,1005.89,-0.25,000.38:000.88:000.14,548,110,0.0
186,22.85,1005.89,-0.22,000.38:000.88:000.14,554,103,0.0
187,22.85,1005.9,-0.28,000.38:000.88:000.14,534,104,0.0
188,22.85,1005.9,-0.32,000.38:000.88:000.14,524,103,0.0
189,22.85,1005.91,-0.35,000.38:000.87:000.14,495,99,0.0
190,22.85,1005.9,-0.31,000.38:000.88:000.15,478,96,0.0
191,22.85,1005.9,-0.31,000.38:000.88:000.14,467,88,0.0
192,22.85,1005.91,-0.37,000.37:000.88:000.13,464,89,0.0
193,22.85,1005.91,-0.37,000.38:000.88:000.15,461,83,0.0
194,22.84,1005.9,-0.33,000.37:000.88:000.14,460,77,0.0
195,22.84,1005.9,-0.33,000.38:000.87:000.14,447,72,0.0
196,22.84,1005.9,-0.34,000.38:000.88:000.15,440,72,0.0
197,22.84,1005.9,-0.3,000.38:000.88:000.14,429,66,0.0
198,22.84,1005.9,-0.31,000.38:000.88:000.14,439,58,0.0
199,22.84,1005.9,-0.31,000.38:000.87:000.15,450,69,0.0
200,22.84,1005.9,-0.33,000.38:000.88:000.14,472,62,0.0
201,22.84,1005.91,-0.34,000.38:000.88:000.15,494,67,0.0
202,22.84,1005.91,-0.39,000.38:000.88:000.14,481,67,0.0
203,22.84,1005.91,-0.42,000.38:000.88:000.14,448,52,0.0
204,22.84,1005.91,-0.35,000.38:000.88:000.14,418,55,0.0
205,22.85,1005.91,-0.36,000.38:000.88:000.14,400,41,0.0
206,22.85,1005.9,-0.33,000.38:000.88:000.13,400,39,0.0
207,22.85,1005.9,-0.32,000.38:000.88:000.14,400,34,0.0
208,22.85,1005.9,-0.33,000.38:000.88:000.14,403,35,0.0
209,22.84,1005.89,-0.26,000.38:000.88:000.14,415,25,0.0
210,22.84,1005.9,-0.27,000.38:000.88:000.15,430,25,0.0
211,22.84,1005.9,-0.26,000.38:000.88:000.15,432,25,0.0
212,22.84,1005.9,-0.28,000.38:000.88:000.14,425,16,0.0
213,22.84,1005.91,-0.34,000.38:000.88:000.14,423,11,0.0
214,22.83,1005.91,-0.42,000.38:000.88:000.14,428,11,0.0
215,22.83,1005.92,-0.43,000.38:000.87:000.15,430,7,0.0
216,22.83,1005.92,-0.51,000.38:000.88:000.16,424,2,0.0
217,22.83,1005.92,-0.48,000.38:000.88:000.15,418,0,0.0
218,22.83,1005.92,-0.44,000.38:000.88:000.14,412,0,0.0
219,22.83,1005.91,-0.39,000.38:000.88:000.15,400,0,0.0
220,22.83,1005.91,-0.36,000.38:000.88:000.14,404,0,0.0
221,22.82,1005.9,-0.3,000.38:000.88:000.16,400,0,0.0
222,22.82,1005.91,-0.35,000.38:000.88:000.14,400,0,0.0
223,22.82,1005.9,-0.31,000.38:000.87:000.14,400,0,0.0
224,22.82,1005.91,-0.37,000.37:000.88:000.14,400,0,0.0
225,22.82,1005.9,-0.3,000.37:000.87:000.15,400,0,0.0
226,22.81,1005.9,-0.31,000.38:000.87:000.14,400,0,0.0
227,22.81,1005.9,-0.3,000.38:000.88:000.14,400,0,0.0
228,22.81,1005.91,-0.37,000.38:000.88:000.15,400,0,0.0
229,22.81,1005.91,-0.35,000.38:000.88:000.14,400,0,0.0
230,22.81,1005.92,-0.45,000.38:000.88:000.14,400,0,0.0
231,22.81,1005.92,-0.46,000.37:000.88:000.14,412,0,0.0
232,22.81,1005.92,-0.45,000.38:000.88:000.14,400,0,0.0
233,22.81,1005.92,-0.5,000.38:000.88:000.15,400,0,0.0
234,22.81,1005.92,-0.51,000.38:000.87:000.15,409,0,0.0
235,22.81,1005.92,-0.48,000.38:000.88:000.14,410,0,0.0
236,22.81,1005.92,-0.45,000.38:000.88:000.14,415,0,0.0
237,22.81,1005.9,-0.31,000.38:000.88:000.15,428,0,0.0
238,22.81,1005.91,-0.38,000.38:000.88:000.15,435,0,0.0
239,22.81,1005.91,-0.36,000.38:000.88:000.15,433,0,0.0
240,22.81,1005.9,-0.34,000.38:000.88:000.14,436,0,0.0
241,22.81,1005.9,-0.34,000.38:000.88:000.14,429,0,0.0
242,22.81,1005.9,-0.34,000.38:000.88:000.15,430,0,0.0
243,22.81,1005.91,-0.35,000.38:000.88:000.15,433,0,0.0
244,22.81,1005.9,-0.31,000.38:000.88:000.15,439,0,0.0
245,22.81,1005.9,-0.28,000.38:000.88:000.15,436,0,0.0
246,22.81,1005.9,-0.29,000.38:000.88:000.14,434,0,0.0
247,22.81,1005.9,-0.31,000.38:000.88:000.14,433,0,0.0
248,22.82,1005.9,-0.32,000.37:000.88:000.14,431,0,0.0
249,22.81,1005.9,-0.27,000.38:000.87:000.14,429,0,0.0
250,22.81,1005.9,-0.29,000.38:000.88:000.15,439,0,0.0
251,22.81,1005.89,-0.23,000.38:000.87:000.14,442,0,0.0
252,22.81,1005.9,-0.28,000.38:000.88:000.14,451,0,0.0
253,22.81,1005.9,-0.3,000.38:000.88:000.15,455,0,0.0
254,22.81,1005.9,-0.3,000.38:000.88:000.14,464,0,0.0
255,22.81,1005.9,-0.3,000.38:000.88:000.14,466,0,0.0
256,22.81,1005.9,-0.27,000.38:000.88:000.15,467,0,0.0
257,22.81,1005.9,-0.31,000.38:000.88:000.15,459,0,0.0
258,22.81,1005.9,-0.34,000.38:000.88:000.14,455,0,0.0
259,22.81,1005.9,-0.31,000.38:000.88:000.14,463,0,0.0
260,22.81,1005.9,-0.31,000.38:000.88:000.14,463,0,0.0
261,22.81,1005.91,-0.39,000.38:000.88:000.14,477,0,0.0
262,22.81,1005.9,-0.32,000.38:000.87:000.13,475,0,0.0
263,22.81,1005.91,-0.38,000.38:000.88:000.15,490,0,0.0
264,22.82,1005.91,-0.36,000.37:000.88:000.15,512,6,0.0
265,22.82,1005.91,-0.4,000.38:000.88:000.15,524,8,0.0
266,22.82,1005.91,-0.4,000.38:000.87:000.15,533,19,0.0
267,22.82,1005.91,-0.35,000.38:000.87:000.14,540,14,0.0
268,22.82,1005.91,-0.4,000.38:000.88:000.14,545,17,0.0
269,22.82,1005.91,-0.41,000.38:000.87:000.14,548,25,0.0
270,22.82,1005.91,-0.36,000.37:000.88:000.15,554,33,0.0
271,22.83,1005.91,-0.41,000.38:000.88:000.14,546,33,0.0
272,22.83,1005.92,-0.43,000.38:000.88:000.15,537,31,0.0
273,22.83,1005.91,-0.42,000.38:000.88:000.15,542,31,0.0
274,22.83,1005.91,-0.38,000.38:000.88:000.15,540,34,0.0
275,22.83,1005.91,-0.38,000.38:000.88:000.15,529,38,0.0
276,22.83,1005.91,-0.37,000.37:000.88:000.15,536,43,0.0
277,22.84,1005.91,-0.37,000.38:000.88:000.14,543,38,0.0
278,22.84,1005.91,-0.37,000.38:000.87:000.15,553,51,0.0
279,22.84,1005.9,-0.31,000.37:000.88:000.14,573,58,0.0
280,22.84,1005.9,-0.27,000.38:000.88:000.15,601,66,0.0
281,22.84,1005.9,-0.3,000.38:000.88:000.14,619,75,0.0
282,22.84,1005.9,-0.26,000.38:000.88:000.14,639,84,0.0
283,22.85,1005.9,-0.28,000.38:000.88:000.14,631,95,0.0
284,22.85,1005.9,-0.26,000.38:000.87:000.14,619,96,0.0
285,22.85,1005.9,-0.3,000.38:000.88:000.15,618,98,0.0
286,22.85,1005.89,-0.26,000.38:000.88:000.14,609,105,0.0
287,22.85,1005.9,-0.32,000.38:000.88:000.15,631,116,0.0
288,22.86,1005.9,-0.34,000.38:000.88:000.15,628,122,0.0
289,22.86,1005.9,-0.34,000.38:000.88:000.14,625,125,0.0
290,22.86,1005.9,-0.3,000.38:000.88:000.15,617,127,0.0
291,22.86,1005.91,-0.36,000.38:000.88:000.14,599,132,0.0
292,22.86,1005.9,-0.33,000.37:000.88:000.14,576,132,0.0
293,22.86,1005.9,-0.29,000.38:000.88:000.14,546,133,0.0
294,22.85,1005.89,-0.22,000.38:000.88:000.15,538,125,0.0
295,22.85,1005.89,-0.25,000.38:000.88:000.14,529,130,0.0
296,22.86,1005.89,-0.23,000.38:000.88:000.15,514,128,0.0
297,22.86,1005.9,-0.33,000.38:000.88:000.14,505,123,0.0
298,22.86,1005.9,-0.32,000.38:000.88:000.14,503,125,0.0
299,22.86,1005.9,-0.33,000.38:000.88:000.15,506,116,0.0
300,22.86,1005.9,-0.3,000.38:000.88:000.14,519,122,0.0
301,22.86,1005.9,-0.26,000.38:000.88:000.16,525,122,0.0
302,22.86,1005.9,-0.28,000.38:000.88:000.14,535,123,0.0
303,22.86,1005.9,-0.28,000.38:000.88:000.15,556,132,0.0
304,22.86,1005.9,-0.3,000.38:000.88:000.15,562,136,0.0
305,22.86,1005.9,-0.29,000.38:000.88:000.14,559,136,0.0
306,22.86,1005.89,-0.25,000.38:000.88:000.15,555,135,0.0
307,22.86,1005.9,-0.27,000.38:000.88:000.14,557,137,0.0
308,22.87,1005.9,-0.31,000.38:000.88:000.15,558,135,0.0
309,22.87,1005.9,-0.3,000.38:000.88:000.15,569,145,0.0
310,22.87,1005.91,-0.39,000.38:000.88:000.15,583,141,0.0
311,22.87,1005.92,-0.47,000.38:000.88:000.15,597,156,0.0
312,22.87,1005.92,-0.49,000.38:000.87:000.14,607,161,0.0
313,22.88,1005.93,-0.52,000.38:000.88:000.15,604,159,0.0
314,22.88,1005.92,-0.47,000.38:000.88:000.15,587,162,0.0
315,22.88,1005.92,-0.45,000.38:000.88:000.14,567,157,0.0
316,22.88,1005.91,-0.4,000.38:000.88:000.15,544,157,0.0
317,22.88,1005.91,-0.4,000.38:000.88:000.15,522,160,0.0
318,22.88,1005.92,-0.46,000.38:000.88:000.15,511,150,0.0
319,22.88,1005.92,-0.43,000.38:000.88:000.14,524,158,0.0
320,22.89,1005.92,-0.45,000.38:000.88:000.15,545,151,0.0
321,22.89,1005.92,-0.44,000.38:000.88:000.14,574,158,0.0
322,22.89,1005.92,-0.44,000.38:000.88:000.15,598,167,0.0
323,22.89,1005.91,-0.39,000.38:000.87:000.14,604,166,0.0
324,22.89,1005.91,-0.42,000.37:000.88:000.15,613,175,0.0
325,22.89,1005.92,-0.43,000.38:000.88:000.14,617,178,0.0
326,22.89,1005.92,-0.45,000.38:000.88:000.14,629,184,0.0
327,22.89,1005.92,-0.44,000.38:000.88:000.15,635,185,0.0
328,22.89,1005.92,-0.43,000.38:000.88:000.15,641,194,0.0
329,22.89,1005.92,-0.44,000.37:000.87:000.14,642,197,0.0
330,22.89,1005.92,-0.43,000.38:000.88:000.15,632,204,0.0
331,22.89,1005.92,-0.43,000.38:000.88:000.15,596,198,0.0
332,22.89,1005.92,-0.44,000.38:000.88:000.14,555,189,0.0
333,22.89,1005.91,-0.38,000.38:000.88:000.15,522,187,0.0
334,22.89,1005.91,-0.35,000.38:000.88:000.14,477,180,0.0
335,22.89,1005.9,-0.31,000.39:000.88:000.15,438,170,0.0
336,22.89,1005.91,-0.37,000.38:000.88:000.15,406,160,0.0
337,22.89,1005.9,-0.34,000.38:000.87:000.14,401,151,0.0
338,22.89,1005.91,-0.4,000.38:000.87:000.14,400,143,0.0
339,22.89,1005.91,-0.38,000.38:000.88:000.15,403,142,0.0
340,22.89,1005.91,-0.39,000.38:000.88:000.15,400,131,0.0
341,22.89,1005.9,-0.32,000.38:000.88:000.14,400,129,0.0
342,22.89,1005.9,-0.32,000.37:000.88:000.15,400,120,0.0
343,22.89,1005.91,-0.36,000.38:000.88:000.14,400,102,0.0
344,22.88,1005.9,-0.33,000.38:000.87:000.15,400,100,0.0
345,22.88,1005.9,-0.31,000.38:000.87:000.15,400,98,0.0
346,22.88,1005.9,-0.32,000.38:000.88:000.15,400,82,0.0
347,22.88,1005.9,-0.27,000.38:000.88:000.15,406,80,0.0
348,22.88,1005.9,-0.26,000.38:000.88:000.15,413,74,0.0
349,22.88,1005.9,-0.33,000.38:000.88:000.14,426,70,0.0
350,22.88,1005.9,-0.29,000.38:000.87:000.15,453,69,0.0
351,22.88,1005.9,-0.32,000.38:000.88:000.14,468,65,0.0
352,22.87,1005.9,-0.3,000.38:000.88:000.15,483,64,0.0
353,22.87,1005.9,-0.27,000.38:000.88:000.14,488,58,0.0
354,22.88,1005.9,-0.28,000.38:000.88:000.14,501,66,0.0
355,22.88,1005.9,-0.28,000.38:000.88:000.15,518,55,0.0
356,22.88,1005.9,-0.31,000.38:000.88:000.15,539,64,0.0
357,22.88,1005.91,-0.37,000.38:000.87:000.15,536,57,0.0
358,22.88,1005.91,-0.42,000.38:000.87:000.14,541,65,0.0
359,22.88,1005.91,-0.42,000.38:000.87:000.14,538,62,0.0
360,22.88,1005.91,-0.39,000.38:000.88:000.14,543,57,0.0
361,22.88,1005.91,-0.38,000.38:000.88:000.14,534,64,0.0
362,22.88,1005.9,-0.33,000.38:000.88:000.15,535,61,0.0
363,22.88,1005.91,-0.38,000.38:000.88:000.15,537,60,0.0
364,22.88,1005.91,-0.37,000.38:000.88:000.15,536,66,0.0
365,22.88,1005.91,-0.4,000.38:000.88:000.14,538,59,0.0
366,22.88,1005.92,-0.46,000.38:000.88:000.15,539,63,0.0
367,22.88,1005.92,-0.45,000.38:000.88:000.15,554,61,0.0
368,22.88,1005.92,-0.46,000.38:000.88:000.15,560,66,0.0
369,22.88,1005.91,-0.41,000.38:000.88:000.14,561,67,0.0
370,22.88,1005.91,-0.41,000.38:000.88:000.14,565,68,0.0
371,22.88,1005.92,-0.44,000.38:000.88:000.15,567,71,0.0
372,22.88,1005.92,-0.46,000.38:000.88:000.15,570,73,0.0
373,22.88,1005.93,-0.51,000.38:000.88:000.15,567,74,0.0
374,22.88,1005.92,-0.47,000.38:000.88:000.14,558,75,0.0
375,22.88,1005.92,-0.47,000.38:000.88:000.14,548,65,0.0
376,22.88,1005.92,-0.48,000.38:000.87:000.15,557,74,0.0
377,22.88,1005.91,-0.39,000.38:000.88:000.15,547,70,0.0
378,22.87,1005.9,-0.34,000.38:000.88:000.15,548,75,0.0
379,22.87,1005.91,-0.4,000.38:000.88:000.14,553,77,0.0
380,22.87,1005.91,-0.35,000.38:000.88:000.14,556,78,0.0
381,22.87,1005.91,-0.37,000.38:000.88:000.14,554,72,0.0
382,22.87,1005.9,-0.31,000.38:000.87:000.14,543,69,0.0
383,22.87,1005.91,-0.37,000.38:000.88:000.15,548,83,0.0
384,22.87,1005.91,-0.42,000.38:000.88:000.14,543,71,0.0
385,22.87,1005.92,-0.46,000.38:000.88:000.15,542,75,0.0
386,22.87,1005.92,-0.44,000.38:000.88:000.15,537,75,0.0
387,22.87,1005.92,-0.47,000.38:000.88:000.15,540,73,0.0
388,22.87,1005.92,-0.45,000.38:000.88:000.15,540,73,0.0
389,22.87,1005.92,-0.43,000.38:000.87:000.14,533,72,0.0
